title,director,year,runtime,genres,strands,description,synopsis,languages,session_date,session_venue,session_time,film_url
Alphabet Lane,James Litchfield,2025,80 mins,Drama,Australian,"An isolated couple reinvigorate their relationship with parallel imaginary correspondences in this offbeat exploration of isolation, creativity and the mysteries of love.","Anna (Tilda Cobham-Hervey,Lone Wolf, MIFF 2021) and Jack (Nicholas Denton,Dangerous Liaisons) have just moved from Sydney to a remote corner of New South Wales. As they settle into life in the middle of nowhere, completely removed from family and friends, and working punishing hours at their respective jobs as a doctor and an engineer, their relationship begins to suffer. When Jack claims to have made a new friend, a farmer named ‘Joe’, Anna invents a wife for him: ‘Michelle’. What begins as an in-joke born from boredom soon becomes a lifeline as the couple start exchanging letters with the imaginary pair – but this new method of connection will carry some unsettling twists and turns.",English,13 Aug,ACMI 1,6:15pm,https://miff.com.au/program/film/alphabet-lane
Alphabet Lane,James Litchfield,2025,80 mins,Drama,Australian,"An isolated couple reinvigorate their relationship with parallel imaginary correspondences in this offbeat exploration of isolation, creativity and the mysteries of love.","Anna (Tilda Cobham-Hervey,Lone Wolf, MIFF 2021) and Jack (Nicholas Denton,Dangerous Liaisons) have just moved from Sydney to a remote corner of New South Wales. As they settle into life in the middle of nowhere, completely removed from family and friends, and working punishing hours at their respective jobs as a doctor and an engineer, their relationship begins to suffer. When Jack claims to have made a new friend, a farmer named ‘Joe’, Anna invents a wife for him: ‘Michelle’. What begins as an in-joke born from boredom soon becomes a lifeline as the couple start exchanging letters with the imaginary pair – but this new method of connection will carry some unsettling twists and turns.",English,16 Aug,Kino 2,4:15pm,https://miff.com.au/program/film/alphabet-lane
Zodiac Killer Project,Charlie Shackleton,2025,92 mins,"Documentary, Experimental",Crime & Punishment,One of history’s most notorious unsolved cases forms the basis for a humorously insightful investigation into the true-crime genre.,"After multimedia artist Charlie Shackleton (The Afterlight, MIFF 2022) fails to get a mooted documentary off the ground – an adaptation of a book that offered theories as to the identity of the Zodiac Killer, the mysterious real-life serial murderer fictionalised in David Fincher’sZodiac– he instead takes us beat by beat through how hewouldhave made the movie. Interrogating every well-worn cliché of the true-crime genre with a wryly humorous gaze, Shackleton explores the intentions and ethics of content creators and the seeming insatiable bloodlust of audiences.",English,13 Aug,ACMI 1,9:00pm,https://miff.com.au/program/film/zodiac-killer-project
Zodiac Killer Project,Charlie Shackleton,2025,92 mins,"Documentary, Experimental",Crime & Punishment,One of history’s most notorious unsolved cases forms the basis for a humorously insightful investigation into the true-crime genre.,"After multimedia artist Charlie Shackleton (The Afterlight, MIFF 2022) fails to get a mooted documentary off the ground – an adaptation of a book that offered theories as to the identity of the Zodiac Killer, the mysterious real-life serial murderer fictionalised in David Fincher’sZodiac– he instead takes us beat by beat through how hewouldhave made the movie. Interrogating every well-worn cliché of the true-crime genre with a wryly humorous gaze, Shackleton explores the intentions and ethics of content creators and the seeming insatiable bloodlust of audiences.",English,15 Aug,Kino 1,6:15pm,https://miff.com.au/program/film/zodiac-killer-project
Beast of War,Kiah Roache-Turner,2025,87 mins,Horror,"Australian, Night Shift","When an Australian warship is sunk by Japanese fighter jets, the surviving soldiers are thrown into an all-out battle for survival against a giant shark.","Leo (Mark Coles Smith,We Bury the Dead, MIFF 2025), the only Indigenous soldier on an Australian World War II corvette, bonds with 17-year-old Will (Joel Nankervis) after each has been subjected to the bullying of other troops. As the ship heads across the Timor Sea, ready to join the frontlines, it’s suddenly attacked by Japanese warplanes. Amid the floating wreckage, those lucky enough to survive face an even more deadly foe: a great white shark that can smell blood in the water.",English,15 Aug,The Capitol,8:45pm,https://miff.com.au/program/film/beast-of-war
Beast of War,Kiah Roache-Turner,2025,87 mins,Horror,"Australian, Night Shift","When an Australian warship is sunk by Japanese fighter jets, the surviving soldiers are thrown into an all-out battle for survival against a giant shark.","Leo (Mark Coles Smith,We Bury the Dead, MIFF 2025), the only Indigenous soldier on an Australian World War II corvette, bonds with 17-year-old Will (Joel Nankervis) after each has been subjected to the bullying of other troops. As the ship heads across the Timor Sea, ready to join the frontlines, it’s suddenly attacked by Japanese warplanes. Amid the floating wreckage, those lucky enough to survive face an even more deadly foe: a great white shark that can smell blood in the water.",English,16 Aug,ACMI 1,11:30pm,https://miff.com.au/program/film/beast-of-war
Premiere With Purpose: Prime Minister,Lindsay Utz,2025,103 mins,Documentary,Special Events,"The spotlight shines on both style and storytelling as the Premiere With Purpose returns for its second year. The Victorian premiere ofPrime Ministerwill see the city’s most inspiring leaders and changemakers gather for an unforgettable fusion of film, fashion and purpose.","Thursday 14 August, ACMI7pm: drinks and canapés8pm: film",English,14 Aug,ACMI 1,8:00pm,https://miff.com.au/program/film/premiere-with-purpose-prime-minister
The Dysphoria,Kylie Aoibheann,2025,13 mins,Horror,,A trans woman inadvertently summons a demon while performing a ritual in the hope of getting a vagina.,"Kylie Aoibheann’s playful genre riff takes horror tropes and turns them toward a darkly comical portrait of the sacrifices – in every sense of the word – one woman will go to realise her true identity. Equal parts spooky and hilarious, it features gnarly practical effects, jaw-dropping moments and an unflinchingly great performance from rising star Eva Rees.",English,14 Aug,ACMI 1,4:15pm,https://miff.com.au/program/film/the-dysphoria
The Dysphoria,Kylie Aoibheann,2025,13 mins,Horror,,A trans woman inadvertently summons a demon while performing a ritual in the hope of getting a vagina.,"Kylie Aoibheann’s playful genre riff takes horror tropes and turns them toward a darkly comical portrait of the sacrifices – in every sense of the word – one woman will go to realise her true identity. Equal parts spooky and hilarious, it features gnarly practical effects, jaw-dropping moments and an unflinchingly great performance from rising star Eva Rees.",English,24 Aug,ACMI 1,10:45am,https://miff.com.au/program/film/the-dysphoria
Pack Rat,Lucy Suess,2024,18 mins,Drama,,"Baby Teeth is forever out to prove she’s one of the guys: talking shit, stealing beer, accepting dares. But will she take it too far?","Lucy Suess’s depiction of a teenage girl trying to find her place among a group of male friends gets to the heart of a complex, often contradictory adolescent desire: wanting to preserve your identity while fitting in with the crowd. An endearing slice of rural New Zealand,Pack Ratcomes complete with a needle-drop of Garageland’s Flying Nun classic‘Fingerpops’.",English,14 Aug,ACMI 1,4:15pm,https://miff.com.au/program/film/pack-rat
Pack Rat,Lucy Suess,2024,18 mins,Drama,,"Baby Teeth is forever out to prove she’s one of the guys: talking shit, stealing beer, accepting dares. But will she take it too far?","Lucy Suess’s depiction of a teenage girl trying to find her place among a group of male friends gets to the heart of a complex, often contradictory adolescent desire: wanting to preserve your identity while fitting in with the crowd. An endearing slice of rural New Zealand,Pack Ratcomes complete with a needle-drop of Garageland’s Flying Nun classic‘Fingerpops’.",English,24 Aug,ACMI 1,10:45am,https://miff.com.au/program/film/pack-rat
Our Lady Who Burns,Alice dos Reis,2024,8 mins,"Experimental, Sci-Fi",,"In the Portuguese mountains, traditional folklore takes a paranormal turn in this atmospheric meditation on storytelling, superstition, UFOs and cats.","Unfolding like a half-remembered fairtyale, Alice dos Reis’s dreamlike film is a 16mm journey into otherworldly fable that guides us through Portugal’s Serra da Gardunha mountain range, once revered as a site of saintly apparitions and now rumoured to house an intergalactic craft.",English,10 Aug,ACMI 2,6:45pm,https://miff.com.au/program/film/our-lady-who-burns
